Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
15437,276,12,193.29,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15439,40,53,1021.85,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15441,32,54,1103.47,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15443,110,258,1808.8700000000001,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15445,226,7,112.85,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15446,12,114,406.95,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15447,163,18,302.26,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15448,310,20,280.25,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15451,70,60,190.61,3,4,1,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15452,26,141,1222.28,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15454,254,15,106.69,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15456,39,149,1245.14,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15458,38,6,208.8,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15459,53,5,120.47999999999999,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15462,81,28,469.8,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
15465,5,139,2923.13,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15466,25,205,1187.73,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15468,28,49,722.83,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15469,74,17,288.9,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
15470,211,1,8.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15471,16,81,500.78,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15473,80,1,70.8,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
15474,231,17,124.85,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15476,16,65,1432.71,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15478,211,20,391.96,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15479,369,9,147.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15480,105,158,2232.16,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15481,37,15,567.0,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15482,22,31,935.9,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15483,21,198,597.4399999999999,4,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15484,176,44,889.53,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15485,9,65,2388.19,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15487,315,14,231.32,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15488,92,8,191.88,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
15489,36,62,1266.3,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15490,66,28,217.6,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15493,25,328,1855.53,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15494,114,237,1987.81,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15495,15,19,226.6,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15496,267,20,120.64,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15497,18,87,5700.04,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15498,2,404,10169.98,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15499,359,42,161.6,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
15501,40,66,348.95,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15502,4,126,2479.74,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15503,362,53,120.06,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
15504,156,54,331.22,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
15506,17,108,945.21,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15509,16,26,133.66,4,2,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15512,26,22,114.88,4,2,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15513,1,205,8669.37,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15514,15,152,2072.21,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15515,23,5,91.64999999999999,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15518,15,227,1934.8,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15519,19,37,344.61,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15521,36,187,2700.96,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15523,51,83,2263.64,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15524,242,3,49.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15525,9,74,367.43,5,4,2,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15527,30,148,2650.56,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15529,2,137,1093.32,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15530,148,32,234.07,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
15532,12,351,1861.32,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15534,361,8,162.25,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15535,40,53,444.37,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15536,45,15,228.49,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15540,11,15,239.82,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15542,148,242,777.85,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15543,95,29,89.48,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
15544,8,285,4266.22,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15545,7,30,125.38,5,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15546,242,12,1079.1000000000001,1,1,4,Hibernating,Re-engage with reminder emails and promotions.,2
15547,12,618,4334.22,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15548,231,22,107.24,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15549,57,44,578.3,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15550,14,173,1331.47,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15551,30,118,1181.67,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15552,259,12,131.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15555,1,749,6141.03,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15558,275,21,161.73,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15559,204,60,1083.9,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15560,33,10,153.52,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15561,19,49,673.42,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15562,60,26,170.01,3,2,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15563,150,137,1275.0,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15564,99,4,70.74000000000001,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15566,28,11,213.37,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
15569,26,99,381.91,4,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15570,5,428,4195.54,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15571,22,554,2822.89,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15572,16,127,1261.65,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15573,254,109,465.78000000000003,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,2
15574,8,198,663.22,5,5,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15575,255,3,30.1,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15577,359,19,107.25,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15579,19,113,773.05,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15580,12,224,1264.24,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15581,2,545,3658.66,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15583,12,46,107.86,5,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15584,35,98,453.99,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15586,228,27,717.9,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
15587,45,2,162.72,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15588,313,4,579.6,1,1,3,Hibernating,Re-engage with reminder emails and promotions.,2
15590,18,84,1411.8,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15591,218,7,217.9,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15595,123,2,64.8,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15596,1,86,1477.05,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15597,211,15,238.8,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15598,63,21,297.39,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15599,81,30,464.91999999999996,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15600,64,63,1086.24,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15601,8,443,7488.2699999999995,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15602,4,73,1608.6,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15603,284,2,40.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15605,9,43,698.62,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15606,26,64,2133.31,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15607,179,88,1362.66,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15608,51,43,658.95,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15611,19,41,1068.63,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15613,246,23,305.5,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15614,73,61,1621.08,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,3
15615,26,439,9223.0,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15616,74,10,233.76,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,3
15617,32,35,725.1,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15620,45,26,336.91,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15622,63,221,3650.13,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15623,29,83,1839.72,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15625,12,97,1499.34,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15626,57,30,376.6,3,3,2,Need Attention,Use personalized outreach and surveys.,3
15627,93,23,485.78,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15628,2,155,2647.2,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15629,86,59,1339.5,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
15630,280,20,295.05,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15631,278,36,525.39,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
15633,145,159,3400.66,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15634,19,19,311.1,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15636,73,30,689.97,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15637,49,23,435.7,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15638,14,11,742.01,5,1,4,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15639,87,42,587.96,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15640,8,222,6034.7699999999995,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15641,32,167,2820.38,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15645,50,14,344.61,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15646,8,46,459.45,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15647,51,11,169.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15649,23,7,523.4,4,1,3,Promising,Encourage repeat purchases with cross-selling.,3
15650,157,32,484.23,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15651,56,27,598.84,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15652,23,70,588.8,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15658,8,61,1120.57,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15659,22,10,226.04,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
15660,1,66,1077.22,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15661,15,33,553.77,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15662,297,11,273.78000000000003,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15664,85,53,867.6,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
15665,47,168,1640.76,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15666,108,64,576.98,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15670,192,6,139.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15672,361,2,32.55,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15673,87,119,3021.0,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
15674,53,214,3808.69,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15675,40,14,218.35,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15677,57,35,537.85,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15678,31,78,1318.12,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15680,2,180,2870.14,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
